title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
36 Hours,,"['Mystery', 'Mystery Thriller', 'Thriller', 'Romantic Suspense', 'Fiction', 'Adult', 'Short Stories']","SHE'S RUNNING FOR HER LIFE Street smart teenager Angel Saldana, running from a gang who wants her dead because she witnessed a brutal murder, is desperate and alone--until her father, an ex-cop turned bounty hunter, walks into her life for the first time. HE'S RUNNING FROM HIS PAST When Jake Morrison saves her life, Angel has no choice except to trust him--but trust doesn't come easy when everyone else has let her down. Not only does the gang want her dead, but the cops think she killed one of their own--and Jake may be the only person who can keep her alive long enough to testify. 36 HOURS, a 25,000 word novella, was originally published in the anthology I Never Thought I’d See You Again. ** BONUS ** Exclusive excerpt from NOTORIOUS, Brennan's all-new series featuring investigative reporter Maxine Revere, coming in April from Minotaur Books.",,,,December 16th 2013,[],ebook,,9780985952624,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388284187l/18882632.jpg,4.22,[],99.0,1.0,,,,97.0,428.0,124,Allison Brennan,"['185', '165', '67', '10', '1']",,[],,['Allison Brennan']
313,,"['Novels', 'Psychology', 'Mystery', 'Literature', 'Unfinished']","أن تعيش مع المجهول شيء سيء للغاية .. وأن تموت من أجل الحقيقة هذه هى الحياة بنفسها .. فإن الحقيقة لا تأتى إلا من خلال الألم .. فكلما كان الألم عميقاً .. كلما كانت الحقيقة أكثر وضوحاً .. فى هذه الرواية عشت تفاصيل قد تتكرر ولكن أن تعيش شيئا يبدأ من النهاية...فهذا شئ مختلف.د. بيتر سميثرئيس المركز الطبي بمدينة كارسونولاية نيفادا - الولايات المتحدة الأمريكية""هذه الرواية رحلة فى ألم خطيئة الإنسان الأولى، خداع النفس الرافضة للواقع وهروبها منه لواقع آخر ترسمه لنفسها، ومفاجأتها حين تصطدم بالحقيقة، فهل من الخطيئة مهرب؟""",,الطبعة الأولى,10/30/13,August 15th 2013,[],Paperback,,9789774278358,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375074144l/18250100.jpg,3.03,[],97.0,1.0,,,,66.0,4707.0,383,الدار المصرية اللبنانية,"['794', '991', '1307', '799', '816']",,[],,['Amr Algendy - عمرو الجندي']
3 Willows: The Sisterhood Grows,,"['Young Adult', 'Fiction', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Romance', 'Audiobook', 'Middle Grade']","summer is a time to grow seedsPolly has an idea that she can't stop thinking about, one that involves changing a few things about herself. She's setting her sights on a more glamorous life, but it's going to take all of her focus. At least that way she won't have to watch her friends moving so far ahead.rootsJo is spending the summer at her family's beach house, working as a busgirl and bonding with the older, cooler girls she'll see at high school come September. She didn't count on a brief fling with a cute boy changing her entire summer. Or feeling embarrassed by her middle school friends. And she didn't count on her family at all. . . leavesAma is not an outdoorsy girl. She wanted to be at an academic camp, doing research in an air-conditioned library, earning A's. Instead her summer scholarship lands her on a wilderness trip full of flirting teenagers, blisters, impossible hiking trails, and a sad lack of hair products.It is a new summer. And a new sisterhood. Come grow with them.",Sisterhood #4.5,,10/30/09,January 13th 2009,[],Hardcover,,9780385736763,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320481578l/4071565.jpg,3.32,['Goodreads Choice Award Nominee for Young Adult Fiction (2009)'],151.0,2.0,,,,83.0,7804.0,318,Delacorte Press,"['921', '2181', '3361', '1120', '221']",,[],,['Ann Brashares']
3 Cinta 1 Pria,,"['Novels', 'Romance', 'Indonesian Literature', 'Fiction']","Bong jatuh cinta pada gadis yang dipanggil Keka. Itu biasa, karena selama ini ada lelaki lain yang juga naksir Keka. Juga biasa, kalau cinta menggebu sekaligus ragu tak berakhir di pernikahan. Yang tak biasa, Keka memberi nama anak perempuannya keka juga. Ternyata keka generasi kedua ini tertarik pada Bong, walau ia hamil dengan lelaki lain. Bong menyelamatkan bayi yang nyaris digugurkan. Bayi itu dipanggil Keka Siang, karena lahirnya siang hari. Yang tidak biasa juga, Keka Siang itu ketika remaja tertarik juga pada Bong. Sempat pacaran. (Kalau tak salah malah tinggal bersama.)Ketika mengetahui hal ini, Keka yang sudah menjadi nenek marah besar. Sang cucu tak peduli. Bong baru tahu bahwa Keka Siang adalah bayi yang pernah ditolong saat kelahirannya, ketika bertemu kekasihnya yang sudah tua, sudah menopause, tapi masih bisa cemburu. (Kalau tak salah juga sakit-sakitan).Bong bertemu dengan Keka, dan salingh bercerita : dulu saat mereka pacaran takut sama orangtua, lalu takut diketahui anak, kemudian sekali takut ditertawakan cucu. (Kalau tak salah tersiratkan juga persaingan, juga pilihan karena Keka generasi ketiga ini akan bunuh diri kalau tidak jadi sama Bong).Diantara pohon gede, ikan lele, itik, juga pohon talok, (kalua tak salah ada juga peluru), cinta menemukan bentuknya ketika bisa memberi makna.Meskipun kalau ditanyakan kepada Bong siapa nama Keka yang sebenarnya, Bong mungkin tak tahu. Atau juga Keka tak tahu apakah Bong itu nama singkatan dari nama Kecebong atau Bongkaran.Kalau tak salah, cinta memang tak menuntut tahu banyak atau sedikit, menikah atau berpisah, nenek atau cucu.",,,,October 2008,[],Paperback,,9789792240740,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1225790922l/5468617.jpg,3.1,[],77.0,1.0,,,,73.0,151.0,296,Gramedia Pustaka Utama,"['11', '40', '59', '35', '6']",,['Indonesia'],,['Arswendo Atmowiloto']
3001: The Final Odyssey,,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Fantasy', 'Adventure', 'Novels', 'Space Opera', 'Audiobook']","One thousand years after the Jupiter mission to explore the mysterious Monolith had been destroyed, after Dave Bowman was transformed into the Star Child, Frank Poole drifted in space, frozen and forgotten, leaving the supercomputer HAL inoperable. But now Poole has returned to life, awakening in a world far different from the one he left behind--and just as the Monolith may be stirring once again . . .",Space Odyssey #4,,February 25th 1997,October 5th 1999,"['HAL 9000', 'Dave Bowman', 'Frank Poole']",Mass Market Paperback,,9780345438201,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388271918l/63432.jpg,3.55,[],15.0,1.0,,,,86.0,21447.0,272,Del Rey,"['4278', '6884', '7202', '2479', '604']",,[],,['Arthur C. Clarke']
30 Pieces of Silver,,"['Fiction', 'Historical Fiction', 'Thriller', 'Mystery', 'Suspense', 'Historical', 'Adventure', 'Mystery Thriller', 'Action', 'Amazon']",ASIN B004HB1W82 moved to the most recent edition hereA Christian suicide bomber. John the Baptist's bones inscribed in ancient Greek. A dark secret carried from the foot of the crucifixion. Can science solve the world's greatest mystery?,Betrayed #1,,12/11/10,December 27th 2010,['Rebecca Monroe'],Kindle Edition,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293477779l/10044193.jpg,3.57,[],99.0,1.0,,,,83.0,5298.0,452,Off Our Meds MultiMedia,"['1327', '1642', '1406', '589', '334']",,[],,['Carolyn McCray']
3600 Detik,,"['Romance', 'Indonesian Literature', 'Novels', 'Fiction', 'Drama', 'Young Adult', 'Teen', 'Contemporary', 'Tragedy', 'Slice Of Life']","Sandra sangat terpukul ketika orangtuanya bercerai.... Dan hatinya semakin sakit ketika ayahnya memutuskan ia harus tinggal bersama ibunya, yang selama ini tak pernah dekat dengannya. Kemarahan yang menggelora menjadikan Sandra remaja yang bandel. Berulang kali ia dikeluarkan dari sekolah karena kenakalannya di luar batas. Akhirnya ibunya memutuskan untuk pindah kota. Mungkin suasana dan lingkungan baru akan mengubah perilaku putrinya. Namun di sekolahnya yang baru ini Sandra sudah bertekad untuk membuat dirinya dikeluarkan lagi. Ia bertekad akan membuat ulah agar para guru tak tahan terhadapnya. Namun ia salah perkiraan. Pak Donny, sangat sabar menghadapinya. Wali kelasnya itu berpendapat, mengeluarkan Sandra berarti menuruti keinginan anak bandel ini. Namun, lambat laun Sandra berubah. Orangtua maupun gurunya heran. Mereka yakin, Leon-lah yang membuat gadis itu berubah. Mereka juga bertanya-tanya, kenapa Leon bisa bersahabat dengan Sandra, sementara murid-murid yang lain justru menjauhi gadis urakan itu. Apa yang membuat Leon tertarik padanya, padahal keduanya bagaikan langit dan bumi. Leon adalah anak rumahan yang manis, bintang pelajar, sopan, tekun... berbeda seratus delapan puluh derajat dengan Sandra....",,,,May 2008,['Sandra & Leon'],Mass Market Paperback,,9789792237283,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489047655l/6340287.jpg,3.83,[],98.0,1.0,,,,86.0,2970.0,208,Gramedia Pustaka Utama,"['1169', '672', '723', '280', '126']",,['Indonesia'],,['Charon']
"3PM: The Preacher, The Power, The Penis & Me",,[],"Author Cheron K. Griffin will delve deep into the ills that have affected women in the “church” for years. In her third published work, ""3PM: The Preacher. The Power. The Penis & Me,"" Griffin addresses the “religious” diseases spreading from pastoral infidelity and the misguided treatment given to female flocks of many congregations across the United States, specifically in African American congregations.Until now, there has been NO other publication that has dissected the emotional, psychological and physical issues facing today’s American women of “religion” with such a “no holds barred” approach.",,,,December 12th 2012,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364867187l/17725038.jpg,4.75,[],100.0,1.0,,,,100.0,4.0,126,Che Publishing,[],,[],,['Cheron K. Griffin']
"365 Fun, Uplifting, and Inspirational Quotes from All the Top Movies",,['Media Tie In'],"Find 365 memorable quotes from all of your favorite movies! Read one quote a day for inspirational motivation, or read straight through like you would any book.",,,,October 30th 2013,[],Paperback,,9781493621293,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387749483l/18986477.jpg,4.37,[],98.0,1.0,,,,89.0,19.0,148,Createspace,"['14', '1', '2', '1', '1']",,[],,['Daniel Willey']
3 By Flannery O'Connor,,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Southern Gothic', 'Comedy', 'American', 'Anthologies', 'Unfinished']","The quintessential Southern writer, O'Connor wrote fiercely comic, powerful fiction. This anthology includes the masterpieces Wise Blood, Good man is hard to find, and The Violent Bear it Away.",,,11/06/60,September 1st 1964,[],Paperback,,9780451092519,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170872885l/75082._SY475_.jpg,4.21,[],65.0,1.0,,,,94.0,414.0,460,Signet,"['197', '139', '53', '18', '7']",,[],,"[""Flannery O'Connor""]"
