title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
1861: The Civil War Awakening,,"['History', 'Nonfiction', 'Civil War', 'American History', 'War', 'American Civil War', 'Historical', 'Military Fiction', 'Audiobook', 'Law']","As the United States marks the 150th anniversary of our defining national drama, 1861 presents a gripping and original account of how the Civil War began.1861 is an epic of courage and heroism beyond the battlefields. Early in that fateful year, a second American revolution unfolded, inspiring a new generation to reject their parents’ faith in compromise and appeasement, to do the unthinkable in the name of an ideal. It set Abraham Lincoln on the path to greatness and millions of slaves on the road to freedom.The book introduces us to a heretofore little-known cast of Civil War heroes—among them an acrobatic militia colonel, an explorer’s wife, an idealistic band of German immigrants, a regiment of New York City firemen, a community of Virginia slaves, and a young college professor who would one day become president. Adam Goodheart takes us from the corridors of the White House to the slums of Manhattan, from the mouth of the Chesapeake to the deserts of Nevada, from Boston Common to Alcatraz Island, vividly evoking the Union at this moment of ultimate crisis and decision.",,,,April 5th 2011,[],Hardcover,,9781400040155,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347256967l/9578336.jpg,4.04,"['Audie Award for History (2012)', 'Goodreads Choice Award Nominee for History & Biography (2011)']",77.0,1.0,,,,93.0,5682.0,481,Knopf,"['2184', '2058', '1059', '272', '109']",,['United States of America'],,['Adam Goodheart']
16 Myths,,['Fantasy'],"The tale of the 16 myths recounts the playful, serene, romantic and dangerous adventures of sixteen forgotten youngsters who once lived in the blissful mountains of Donoma during the 1600’s.  Headed by Kimiko, Wambua, Wekesa, Rhys and Misae... find out how they faced the ultimate disturbance in their village. Will these youngsters choose to save themselves or fight for their home?  More importantly the question remains... how did these sixteen lives turned into myths. ",,,,January 6th 2017,[],Kindle Edition,,B01NCRFR6J,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493765807l/35053682._SY475_.jpg,5.0,[],100.0,1.0,,,,100.0,9.0,122,Dream Big Publishing,"['9', '0', '0', '0', '0']",,[],,['Aim Ruivivar']
1/27: An ICoS Anthology,,"['M M Romance', 'Dystopia', 'Romance', 'Science Fiction', 'Short Stories', 'Dark', 'LGBT', 'Adult', 'Military Fiction', 'Action']","January 27, 2027 - One day around the world.Weeks after the last page of the In the Company of Shadows series, seven stories show glimpses of the lives of fifteen characters, scattered across the globe. In Ireland, an unexpected reunion takes a terrible turn. In Australia, the tides are changing while those involved never stop watching. In Mexico, fear brings uncertainty into a once strong relationship. And in the United States, worlds are about to collide.1/27 answers the important question: What happens next?",In the Company of Shadows #extras,,,March 29th 2014,[],ebook,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394415898l/20927491.jpg,4.38,[],92.0,1.0,,,,98.0,1282.0,109,,"['720', '373', '158', '20', '11']",,[],,"['Ais', 'Santino Hassell']"
11:11 Inspiring Conversations,,[],"11:11 Inspiring Conversations is not your typical day-day self-help book. It contains magical elements. If one steps in with an open heart and mind these conversations have the fairylike ability to revolutionize your perspective which in-turn leads to measurable life-changing results. This book was born out of the 11:11 podcast series. It’s written in everyday language but contains powerful ancient spiritual laws that are equally as applicable in the times we live in today. The conversations ahead are here to serve you on your divine journey. To provide you with practical steps that will equip and guide you to become your highest version today. All that is enclosed in this book has a deep-seated place in the comforts of our hearts, and we hope you will allow it to take root in yours. The foundation of these conversations is found within the boundless power of community. The book is built on all the brilliant women and men who’ve generously shared their wisdom and traditions over the years. Now it’s our turn to share. 11:11 Inspiring Conversations is the result of two inquisitive students of life deciding to collect all they’ve learned in a small, powerful and easy to digest book. We look forward to having you join us in these life-changing 11:11 conversations.",,,,,[],,,9781794568204,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548523946l/43712621._SX318_.jpg,5.0,[],99.0,1.0,,,,100.0,3.0,,,[],,[],,"['Alves', 'Mengistu']"
13,,"['Fantasy', 'Mystery', 'Fiction', 'Romance', 'Adventure', 'Paranormal', 'Thriller', 'Suspense', 'Amazon', 'Science Fiction Fantasy']","In 1902, in a dark room on the fifth floor of Carnegie Hall, thirteen people came together to continue a tradition that had been set in stone thousands of years before. In 2012, Leah Tallent is Head of Research at the New York Public Library. Stoic and stable, brilliant and cynical, she has forever enjoyed her existence among the book stacks. But even with her unparalleled intellect, there was no way to know that on the historic steps between America's famous lions, she would become involved with a crazy man on a fanatical quest.Gareth Lowery has spent his life searching for the ultimate artifact that he is certain exists. His life's pursuit has been to retrieve twelve keys hidden by men whose job it was to protect the single biggest secret ever kept. To find the keys he must enlist the help of an unwilling guide who, unfortunately, knows much more than he bargained for.From the first page to the last word, this fantastic duo become immersed in a whirlwind treasure hunt with historical and passionate repercussions. From the strange and eerie Winchester House to the blustery darkness of Loch Ness, Gareth and Leah will quickly learn that the theory of duality is correct: For every bad there is a good and, for Heaven, there most assuredly exists...Hell.",Tallent & Lowery #1,,09/04/11,December 1st 2012,[],Kindle Edition,,B00AG5G3VE,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354373336l/12576713.jpg,3.58,[],82.0,1.0,,,,85.0,333.0,294,Suspense Publishing,"['75', '110', '97', '36', '15']",,[],,['Amy Lignor']
100 Kata: Kumpulan Cerita 100 Kata,,"['Indonesian Literature', 'Fiction', 'Short Stories', 'Novels']","Cerita-cerita dalam buku ini ditulis dalam 100 kata persis, tak lebih dan tak kurang. Sebuah eksperimentasi sastra yang menarik dan mengasyikkan buat dibaca!Kalau buku ini sebuah pertunjukan, sudah dipastikan saya berdiri dan memberikan tepuk tangan paling keras — NINIT YUNITAKeringkasan cerita-cerita “minikata” dalam buku ini tampaknya telah menjadi bagian dari era SMS, friendster, dan facebook. Pertaruhan para pengarangnya mengupayakan tidak ada kulit dalam tubuh cerita. Semuanya isi, semuanya substansi, yang lantas disudahi dengan pelbagai modus surprise ending yang jitu, tajam, dan mencengangkan… — DAMHURI MUHAMMADHanya 1 kata untuk 100 kata: kreatif. Membuat saya terheran-heran, bagaimana orang bisa bercerita hanya dengan 100 kata? (eh ini udah berapa kata sih? 13 ya?) — OKKE ‘SEPATUMERAH’",,,11/06/09,November 2009,[],Paperback,,9789791790314,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257328101l/7097183.jpg,3.58,[],92.0,1.0,,,,86.0,169.0,112,Antipasti,"['37', '54', '54', '18', '6']",,[],,"['Andi F. Yahya', 'Nita Sellya', 'Nurkastelia A.', 'Laila Achmad', 'Hotma Juniarti', 'Jamaluddin Ahmad', 'Jessy Faiz', 'Krisna Adityawan']"
100 Years of Vicissitude,,"['Japan', 'Science Fiction']","""First up, a disclaimer. I suspect I am a dead man. I have meagre proof, no framed- up certification, nothing to toss in a court of law as evidence of a rapid departure from the mortal coil. I recall a gun was involved, pressed up against my skull, and a loud explosion followed."" Thus begins our narrator in a purgatorial tour through twentieth-century Japanese history, with a ghostly geisha who has seen it all as a guide and a corrupt millionaire as her reluctant companion. Thrown into the milieu are sake, B-29s, Lewis Carroll, Sir Thomas Malory, Melbourne, 'The Wizard of Oz', and a dirigible - along with the allusion that Red Riding Hood might just be involved.",,,,October 16th 2012,[],Paperback,,9781780995977,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355989594l/16192492.jpg,3.78,[],198.0,2.0,,,,84.0,136.0,255,Perfect Edge Books,"['45', '44', '25', '16', '6']",,[],,['Andrez Bergen']
"101 histórias de animais (Grandes Tesouros da Literatura Infantil, #2)",,"['Fairy Tales', 'Classics', 'Fiction']",Kompilasi dari berbagai macam puisi dan cerita pendek seputar dunia binatang.,,,01/01/72,Published,[],Hardcover,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489276042l/18395093._SX318_.jpg,4.33,[],88.0,1.0,,,,97.0,58.0,140,Verbo,"['31', '17', '8', '2', '0']",,[],,['Anne-Marie Dalmais']
13 Hangmen,,"['Mystery', 'Middle Grade', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Baseball', 'Young Adult', 'Childrens', 'Juvenile', 'Ghost Stories']"," 
  “Some people won’t believe any of this story. You might be one of them. But every single word is true. Tony DiMarco does catch a murderer, solve a mystery, and find a treasure—all in the first few days after he moves, unexpectedly, to 13 Hangmen’s Court in Boston. The fact that he also turns thirteen at the same time is not a coincidence.”
 So begins the story of Tony and his friends—five 13-year-old boys, all of whom are living in the same house in the same attic bedroom but at different times in history! None are ghosts, all are flesh and blood, and somehow all have come together in the attic room, visible only to one another. And all are somehow linked to a murder, a mystery, and a treasure.",,,,April 1st 2012,[],Hardcover,,9781419701597,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398980968l/12750295.jpg,3.81,[],100.0,1.0,,,,91.0,270.0,352,Harry N. Abrams,"['80', '94', '72', '13', '11']",,[],,['Art Corriveau']
10 Blind Dates,,"['Romance', 'Contemporary', 'Young Adult', 'Christmas', 'Young Adult Contemporary', 'Holiday', 'Fiction', 'Young Adult Romance', 'Family', 'Contemporary Romance']","Sophie wants one thing for Christmas-a little freedom from her overprotective parents. So when they decide to spend Christmas in South Louisiana with her very pregnant older sister, Sophie is looking forward to some much needed private (read: make-out) time with her long-term boyfriend, Griffin. Except it turns out that Griffin wants a little freedom from their relationship. Cue devastation.Heartbroken, Sophie flees to her grandparents' house, where the rest of her boisterous extended family is gathered for the holiday. That's when her nonna devises a (not so) brilliant plan: Over the next ten days, Sophie will be set up on ten different blind dates by different family members. Like her sweet cousin Sara, who sets her up with a hot guy at an exclusive underground party. Or her crazy aunt Patrice, who signs Sophie up for a lead role in a living nativity. With a boy who barely reaches her shoulder. And a screaming baby.When Griffin turns up unexpectedly and begs for a second chance, Sophie feels more confused than ever. Because maybe, just maybe, she's started to have feelings for someone else . . . Someone who is definitely not available.This is going to be the worst Christmas break ever... or is it?",,,,October 1st 2019,[],Hardcover,,9781368027496,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553102132l/43885673.jpg,4.05,[],183.0,2.0,,,,96.0,9262.0,336,Disney-Hyperion,"['3003', '4152', '1730', '299', '78']",,['Louisiana (United States)'],,['Ashley Elston']
